Unnamed: 0,isv_dst,effect_dst,isv_bin,effect_bin,both_bins,bias_label,class_label,strat_col,filepath,filename,morph_bias,intensity_bias
150,-0.9220016481210684,-0.2081871543823081,3,6,3_6,0,0,0_0_6_3,/home/emma/Documents/SBB/datasets/exp199/train/00256_-0.922_S_-0.208_D_0_B.tiff,00256_-0.922_S_-0.208_D_0_B.tiff,1,1
175,-1.4010866741201864,-0.5718980596590181,2,6,2_6,0,0,0_0_6_2,/home/emma/Documents/SBB/datasets/exp199/train/00257_-1.401_S_-0.572_D_0_B.tiff,00257_-1.401_S_-0.572_D_0_B.tiff,1,1
302,-0.3485989263127673,-1.414721644524359,4,4,4_4,0,0,0_0_4_4,/home/emma/Documents/SBB/datasets/exp199/train/00258_-0.349_S_-1.415_D_0_B.tiff,00258_-0.349_S_-1.415_D_0_B.tiff,1,1
76,-0.7596342788262157,-1.829488723347476,3,4,3_4,0,0,0_0_4_3,/home/emma/Documents/SBB/datasets/exp199/train/00259_-0.76_S_-1.829_D_0_B.tiff,00259_-0.76_S_-1.829_D_0_B.tiff,1,1
43,-1.6184643063330095,-1.6071971852553313,2,4,2_4,0,0,0_0_4_2,/home/emma/Documents/SBB/datasets/exp199/train/00260_-1.618_S_-1.607_D_0_B.tiff,00260_-1.618_S_-1.607_D_0_B.tiff,1,1
749,1.298054811727036,0.7332974370426885,6,4,6_4,0,1,1_0_4_6,/home/emma/Documents/SBB/datasets/exp199/train/00261_1.298_S_0.733_D_0_B.tiff,00261_1.298_S_0.733_D_0_B.tiff,1,1
176,1.7841266004810423,0.6120267818743619,7,4,7_4,0,1,1_0_4_7,/home/emma/Documents/SBB/datasets/exp199/train/00262_1.784_S_0.612_D_0_B.tiff,00262_1.784_S_0.612_D_0_B.tiff,1,1
123,0.4450553802946709,0.6935630731481257,5,4,5_4,0,1,1_0_4_5,/home/emma/Documents/SBB/datasets/exp199/train/00263_0.445_S_0.694_D_0_B.tiff,00263_0.445_S_0.694_D_0_B.tiff,1,1
265,0.4290676214341151,-1.89769041939418,5,4,5_4,0,0,0_0_4_5,/home/emma/Documents/SBB/datasets/exp199/train/00264_0.429_S_-1.898_D_0_B.tiff,00264_0.429_S_-1.898_D_0_B.tiff,1,1
226,0.0471730251245502,-0.9907518109882582,5,5,5_5,0,0,0_0_5_5,/home/emma/Documents/SBB/datasets/exp199/train/00265_0.047_S_-0.991_D_0_B.tiff,00265_0.047_S_-0.991_D_0_B.tiff,1,1
826,1.6230613482249954,2.6269680845754784,7,7,7_7,0,1,1_0_7_7,/home/emma/Documents/SBB/datasets/exp199/train/00266_1.623_S_2.627_D_0_B.tiff,00266_1.623_S_2.627_D_0_B.tiff,1,1
217,-0.5871921340912303,0.139639860472684,4,3,4_3,0,1,1_0_3_4,/home/emma/Documents/SBB/datasets/exp199/train/00267_-0.587_S_0.14_D_0_B.tiff,00267_-0.587_S_0.14_D_0_B.tiff,1,1
415,-1.5246914035551886,2.109599711514659,2,6,2_6,0,1,1_0_6_2,/home/emma/Documents/SBB/datasets/exp199/train/00268_-1.525_S_2.11_D_0_B.tiff,00268_-1.525_S_2.11_D_0_B.tiff,1,1
32,-0.0172177686827268,0.9621142589559316,4,5,4_5,0,1,1_0_5_4,/home/emma/Documents/SBB/datasets/exp199/train/00269_-0.017_S_0.962_D_0_B.tiff,00269_-0.017_S_0.962_D_0_B.tiff,1,1
484,-1.0183279279828676,0.6732122966295435,3,4,3_4,0,1,1_0_4_3,/home/emma/Documents/SBB/datasets/exp199/train/00270_-1.018_S_0.673_D_0_B.tiff,00270_-1.018_S_0.673_D_0_B.tiff,1,1
517,0.9043929233034452,-0.6531661499254231,6,2,6_2,0,1,1_0_2_6,/home/emma/Documents/SBB/datasets/exp199/train/00271_0.904_S_-0.653_D_0_B.tiff,00271_0.904_S_-0.653_D_0_B.tiff,1,1
362,-1.0576733511148702,0.3368964854740823,3,4,3_4,0,1,1_0_4_3,/home/emma/Documents/SBB/datasets/exp199/train/00272_-1.058_S_0.337_D_0_B.tiff,00272_-1.058_S_0.337_D_0_B.tiff,1,1
376,-0.196433707417305,1.8831758896325703,4,6,4_6,0,1,1_0_6_4,/home/emma/Documents/SBB/datasets/exp199/train/00273_-0.196_S_1.883_D_0_B.tiff,00273_-0.196_S_1.883_D_0_B.tiff,1,1
199,-1.2475674914149306,2.4501530589531617,3,7,3_7,0,1,1_0_7_3,/home/emma/Documents/SBB/datasets/exp199/train/00274_-1.248_S_2.45_D_0_B.tiff,00274_-1.248_S_2.45_D_0_B.tiff,1,1
393,0.1726892927473601,1.373447678885433,5,5,5_5,0,1,1_0_5_5,/home/emma/Documents/SBB/datasets/exp199/train/00275_0.173_S_1.373_D_0_B.tiff,00275_0.173_S_1.373_D_0_B.tiff,1,1
570,0.4182653430389952,0.9211937452567278,5,5,5_5,0,1,1_0_5_5,/home/emma/Documents/SBB/datasets/exp199/train/00276_0.418_S_0.921_D_0_B.tiff,00276_0.418_S_0.921_D_0_B.tiff,1,1
186,0.2308273197822884,0.03772000140565,5,6,5_6,0,0,0_0_6_5,/home/emma/Documents/SBB/datasets/exp199/train/00277_0.231_S_0.038_D_0_B.tiff,00277_0.231_S_0.038_D_0_B.tiff,1,1
677,1.7737019591800285,0.4320429961601272,7,4,7_4,0,1,1_0_4_7,/home/emma/Documents/SBB/datasets/exp199/train/00278_1.774_S_0.432_D_0_B.tiff,00278_1.774_S_0.432_D_0_B.tiff,1,1
229,-0.4304598640262459,-0.9949515489701743,4,5,4_5,0,0,0_0_5_4,/home/emma/Documents/SBB/datasets/exp199/train/00279_-0.43_S_-0.995_D_0_B.tiff,00279_-0.43_S_-0.995_D_0_B.tiff,1,1
617,-0.0351448234419106,1.3243098464303824,4,5,4_5,0,1,1_0_5_4,/home/emma/Documents/SBB/datasets/exp199/train/00280_-0.035_S_1.324_D_0_B.tiff,00280_-0.035_S_1.324_D_0_B.tiff,1,1
45,0.1168497579845134,1.0330572201582693,5,5,5_5,0,1,1_0_5_5,/home/emma/Documents/SBB/datasets/exp199/train/00281_0.117_S_1.033_D_0_B.tiff,00281_0.117_S_1.033_D_0_B.tiff,1,1
12,-2.713354587240139,0.0417347945639112,1,3,1_3,0,1,1_0_3_1,/home/emma/Documents/SBB/datasets/exp199/train/00282_-2.713_S_0.042_D_0_B.tiff,00282_-2.713_S_0.042_D_0_B.tiff,1,1
316,-1.8391559755061635,-1.7883965094444756,2,4,2_4,0,0,0_0_4_2,/home/emma/Documents/SBB/datasets/exp199/train/00283_-1.839_S_-1.788_D_0_B.tiff,00283_-1.839_S_-1.788_D_0_B.tiff,1,1
140,0.2458331898590502,-2.1092067436790742,5,3,5_3,0,0,0_0_3_5,/home/emma/Documents/SBB/datasets/exp199/train/00284_0.246_S_-2.109_D_0_B.tiff,00284_0.246_S_-2.109_D_0_B.tiff,1,1
523,0.3411077352263646,-1.0268601600545053,5,1,5_1,0,1,1_0_1_5,/home/emma/Documents/SBB/datasets/exp199/train/00285_0.341_S_-1.027_D_0_B.tiff,00285_0.341_S_-1.027_D_0_B.tiff,1,1
451,-0.2187882186695141,-0.0583537461465883,4,3,4_3,0,1,1_0_3_4,/home/emma/Documents/SBB/datasets/exp199/train/00286_-0.219_S_-0.058_D_0_B.tiff,00286_-0.219_S_-0.058_D_0_B.tiff,1,1
340,1.137519449899546,2.136863497203314,6,6,6_6,0,1,1_0_6_6,/home/emma/Documents/SBB/datasets/exp199/train/00287_1.138_S_2.137_D_0_B.tiff,00287_1.138_S_2.137_D_0_B.tiff,1,1
311,0.0706324773387333,-2.5071538681636056,5,3,5_3,0,0,0_0_3_5,/home/emma/Documents/SBB/datasets/exp199/train/00288_0.071_S_-2.507_D_0_B.tiff,00288_0.071_S_-2.507_D_0_B.tiff,1,1
127,-1.0514171572160265,0.09017986530538,3,6,3_6,0,0,0_0_6_3,/home/emma/Documents/SBB/datasets/exp199/train/00289_-1.051_S_0.09_D_0_B.tiff,00289_-1.051_S_0.09_D_0_B.tiff,1,1
46,-1.3459917362377265,-1.237923377564726,3,5,3_5,0,0,0_0_5_3,/home/emma/Documents/SBB/datasets/exp199/train/00290_-1.346_S_-1.238_D_0_B.tiff,00290_-1.346_S_-1.238_D_0_B.tiff,1,1
683,-0.6057056057394392,1.1677815918290662,4,5,4_5,0,1,1_0_5_4,/home/emma/Documents/SBB/datasets/exp199/train/00291_-0.606_S_1.168_D_0_B.tiff,00291_-0.606_S_1.168_D_0_B.tiff,1,1
217,1.5910134493092882,-0.7646966941935981,7,5,7_5,0,0,0_0_5_7,/home/emma/Documents/SBB/datasets/exp199/train/00292_1.591_S_-0.765_D_0_B.tiff,00292_1.591_S_-0.765_D_0_B.tiff,1,1
529,1.2266186316396426,0.9739975455605278,6,5,6_5,0,1,1_0_5_6,/home/emma/Documents/SBB/datasets/exp199/train/00293_1.227_S_0.974_D_0_B.tiff,00293_1.227_S_0.974_D_0_B.tiff,1,1
412,0.0589227977645126,-1.9643092974601903,5,4,5_4,0,0,0_0_4_5,/home/emma/Documents/SBB/datasets/exp199/train/00294_0.059_S_-1.964_D_0_B.tiff,00294_0.059_S_-1.964_D_0_B.tiff,1,1
87,-2.5113441371128364,0.6775618492486027,1,4,1_4,0,1,1_0_4_1,/home/emma/Documents/SBB/datasets/exp199/train/00295_-2.511_S_0.678_D_0_B.tiff,00295_-2.511_S_0.678_D_0_B.tiff,1,1
185,-0.8678508360806693,0.5573881199880404,3,7,3_7,0,0,0_0_7_3,/home/emma/Documents/SBB/datasets/exp199/train/00296_-0.868_S_0.557_D_0_B.tiff,00296_-0.868_S_0.557_D_0_B.tiff,1,1
234,-0.8357044736200006,0.6264043314792325,3,4,3_4,0,1,1_0_4_3,/home/emma/Documents/SBB/datasets/exp199/train/00297_-0.836_S_0.626_D_0_B.tiff,00297_-0.836_S_0.626_D_0_B.tiff,1,1
89,-0.1104530228324779,0.5546646330701877,4,4,4_4,0,1,1_0_4_4,/home/emma/Documents/SBB/datasets/exp199/train/00298_-0.11_S_0.555_D_0_B.tiff,00298_-0.11_S_0.555_D_0_B.tiff,1,1
132,1.958990786410538,1.8686701897408928,7,6,7_6,0,1,1_0_6_7,/home/emma/Documents/SBB/datasets/exp199/train/00299_1.959_S_1.869_D_0_B.tiff,00299_1.959_S_1.869_D_0_B.tiff,1,1
365,-0.6412745553529111,-2.3511924911654463,4,3,4_3,0,0,0_0_3_4,/home/emma/Documents/SBB/datasets/exp199/train/00300_-0.641_S_-2.351_D_0_B.tiff,00300_-0.641_S_-2.351_D_0_B.tiff,1,1
238,0.3952867241646023,-1.251792084123461,5,5,5_5,0,0,0_0_5_5,/home/emma/Documents/SBB/datasets/exp199/train/00301_0.395_S_-1.252_D_0_B.tiff,00301_0.395_S_-1.252_D_0_B.tiff,1,1
937,0.0289589543908744,-0.5746363883228522,5,2,5_2,0,1,1_0_2_5,/home/emma/Documents/SBB/datasets/exp199/train/00302_0.029_S_-0.575_D_0_B.tiff,00302_0.029_S_-0.575_D_0_B.tiff,1,1
419,-0.3668265234313584,2.2475496699477,4,7,4_7,0,1,1_0_7_4,/home/emma/Documents/SBB/datasets/exp199/train/00303_-0.367_S_2.248_D_0_B.tiff,00303_-0.367_S_2.248_D_0_B.tiff,1,1
458,-0.2208562378996926,2.817460063694642,4,7,4_7,0,1,1_0_7_4,/home/emma/Documents/SBB/datasets/exp199/train/00304_-0.221_S_2.817_D_0_B.tiff,00304_-0.221_S_2.817_D_0_B.tiff,1,1
355,-0.0869473782405734,-1.150168541769687,4,5,4_5,0,0,0_0_5_4,/home/emma/Documents/SBB/datasets/exp199/train/00305_-0.087_S_-1.15_D_0_B.tiff,00305_-0.087_S_-1.15_D_0_B.tiff,1,1
380,-1.1304439598539715,1.272097020758701,3,5,3_5,0,1,1_0_5_3,/home/emma/Documents/SBB/datasets/exp199/train/00306_-1.13_S_1.272_D_0_B.tiff,00306_-1.13_S_1.272_D_0_B.tiff,1,1
8,-1.3053058745534545,1.7487457707345913,3,6,3_6,0,1,1_0_6_3,/home/emma/Documents/SBB/datasets/exp199/train/00307_-1.305_S_1.749_D_0_B.tiff,00307_-1.305_S_1.749_D_0_B.tiff,1,1
323,0.2592015299824712,1.4572590589553438,5,5,5_5,0,1,1_0_5_5,/home/emma/Documents/SBB/datasets/exp199/train/00308_0.259_S_1.457_D_0_B.tiff,00308_0.259_S_1.457_D_0_B.tiff,1,1
3,-1.1047636949720363,1.4204452380655217,3,5,3_5,0,1,1_0_5_3,/home/emma/Documents/SBB/datasets/exp199/train/00309_-1.105_S_1.42_D_0_B.tiff,00309_-1.105_S_1.42_D_0_B.tiff,1,1
194,1.740260484697151,1.249917579851222,7,5,7_5,0,1,1_0_5_7,/home/emma/Documents/SBB/datasets/exp199/train/00310_1.74_S_1.25_D_0_B.tiff,00310_1.74_S_1.25_D_0_B.tiff,1,1
204,0.4892350477081869,2.1888306785373706,5,6,5_6,0,1,1_0_6_5,/home/emma/Documents/SBB/datasets/exp199/train/00311_0.489_S_2.189_D_0_B.tiff,00311_0.489_S_2.189_D_0_B.tiff,1,1
239,-0.148500071418684,-2.825471064936207,4,3,4_3,0,0,0_0_3_4,/home/emma/Documents/SBB/datasets/exp199/train/00312_-0.149_S_-2.825_D_0_B.tiff,00312_-0.149_S_-2.825_D_0_B.tiff,1,1
238,-0.2782102866982016,0.7197716606442335,4,4,4_4,0,1,1_0_4_4,/home/emma/Documents/SBB/datasets/exp199/train/00313_-0.278_S_0.72_D_0_B.tiff,00313_-0.278_S_0.72_D_0_B.tiff,1,1
102,0.9021479618790756,1.1602267063174243,6,5,6_5,0,1,1_0_5_6,/home/emma/Documents/SBB/datasets/exp199/train/00314_0.902_S_1.16_D_0_B.tiff,00314_0.902_S_1.16_D_0_B.tiff,1,1
218,1.2268448314441602,-0.3850642974974154,6,6,6_6,0,0,0_0_6_6,/home/emma/Documents/SBB/datasets/exp199/train/00315_1.227_S_-0.385_D_0_B.tiff,00315_1.227_S_-0.385_D_0_B.tiff,1,1
267,0.946360642629383,0.1987539900339283,6,3,6_3,0,1,1_0_3_6,/home/emma/Documents/SBB/datasets/exp199/train/00316_0.946_S_0.199_D_0_B.tiff,00316_0.946_S_0.199_D_0_B.tiff,1,1
198,-0.652113137274113,-0.497161929108954,4,6,4_6,0,0,0_0_6_4,/home/emma/Documents/SBB/datasets/exp199/train/00317_-0.652_S_-0.497_D_0_B.tiff,00317_-0.652_S_-0.497_D_0_B.tiff,1,1
324,-1.2259750436735652,-0.3158188702943699,3,6,3_6,0,0,0_0_6_3,/home/emma/Documents/SBB/datasets/exp199/train/00318_-1.226_S_-0.316_D_0_B.tiff,00318_-1.226_S_-0.316_D_0_B.tiff,1,1
671,0.193209343258056,0.8892544859793226,5,4,5_4,0,1,1_0_4_5,/home/emma/Documents/SBB/datasets/exp199/train/00319_0.193_S_0.889_D_0_B.tiff,00319_0.193_S_0.889_D_0_B.tiff,1,1
305,-0.6956001255678522,1.4618661736925271,3,5,3_5,0,1,1_0_5_3,/home/emma/Documents/SBB/datasets/exp199/train/00320_-0.696_S_1.462_D_0_B.tiff,00320_-0.696_S_1.462_D_0_B.tiff,1,1
720,1.983044583706037,1.287659176798321,7,5,7_5,0,1,1_0_5_7,/home/emma/Documents/SBB/datasets/exp199/train/00321_1.983_S_1.288_D_0_B.tiff,00321_1.983_S_1.288_D_0_B.tiff,1,1
80,1.8244110989804527,0.0289636214789344,7,3,7_3,0,1,1_0_3_7,/home/emma/Documents/SBB/datasets/exp199/train/00322_1.824_S_0.029_D_0_B.tiff,00322_1.824_S_0.029_D_0_B.tiff,1,1
212,0.4910311123004233,1.855522004901892,5,6,5_6,0,1,1_0_6_5,/home/emma/Documents/SBB/datasets/exp199/train/00323_0.491_S_1.856_D_0_B.tiff,00323_0.491_S_1.856_D_0_B.tiff,1,1
264,-0.183027948640812,0.6897077299985765,4,4,4_4,0,1,1_0_4_4,/home/emma/Documents/SBB/datasets/exp199/train/00324_-0.183_S_0.69_D_0_B.tiff,00324_-0.183_S_0.69_D_0_B.tiff,1,1
600,0.8626386449603355,3.017772471985153,6,8,6_8,0,1,1_0_8_6,/home/emma/Documents/SBB/datasets/exp199/train/00325_0.863_S_3.018_D_0_B.tiff,00325_0.863_S_3.018_D_0_B.tiff,1,1
586,1.0171718631695483,1.0160451301642803,6,5,6_5,0,1,1_0_5_6,/home/emma/Documents/SBB/datasets/exp199/train/00326_1.017_S_1.016_D_0_B.tiff,00326_1.017_S_1.016_D_0_B.tiff,1,1
602,1.320798141037432,1.2036961304237923,6,5,6_5,0,1,1_0_5_6,/home/emma/Documents/SBB/datasets/exp199/train/00327_1.321_S_1.204_D_0_B.tiff,00327_1.321_S_1.204_D_0_B.tiff,1,1
209,-0.1606977790373285,0.8124102946810305,4,4,4_4,0,1,1_0_4_4,/home/emma/Documents/SBB/datasets/exp199/train/00328_-0.161_S_0.812_D_0_B.tiff,00328_-0.161_S_0.812_D_0_B.tiff,1,1
424,0.6462085212980911,0.4850044707958236,5,4,5_4,0,1,1_0_4_5,/home/emma/Documents/SBB/datasets/exp199/train/00329_0.646_S_0.485_D_0_B.tiff,00329_0.646_S_0.485_D_0_B.tiff,1,1
189,0.3711400496606866,1.483246244145234,5,5,5_5,0,1,1_0_5_5,/home/emma/Documents/SBB/datasets/exp199/train/00330_0.371_S_1.483_D_0_B.tiff,00330_0.371_S_1.483_D_0_B.tiff,1,1
281,-0.3103220484642241,-0.5858141560397996,4,6,4_6,0,0,0_0_6_4,/home/emma/Documents/SBB/datasets/exp199/train/00331_-0.31_S_-0.586_D_0_B.tiff,00331_-0.31_S_-0.586_D_0_B.tiff,1,1
73,0.2792580588890613,0.1350272537181799,5,3,5_3,0,1,1_0_3_5,/home/emma/Documents/SBB/datasets/exp199/train/00332_0.279_S_0.135_D_0_B.tiff,00332_0.279_S_0.135_D_0_B.tiff,1,1
435,1.1283313837466191,1.6988049143143882,6,6,6_6,0,1,1_0_6_6,/home/emma/Documents/SBB/datasets/exp199/train/00333_1.128_S_1.699_D_0_B.tiff,00333_1.128_S_1.699_D_0_B.tiff,1,1
50,-0.7162630064037957,1.9620005318430944,3,6,3_6,0,1,1_0_6_3,/home/emma/Documents/SBB/datasets/exp199/train/00334_-0.716_S_1.962_D_0_B.tiff,00334_-0.716_S_1.962_D_0_B.tiff,1,1
70,0.7549550138933,0.8476381112431517,6,4,6_4,0,1,1_0_4_6,/home/emma/Documents/SBB/datasets/exp199/train/00335_0.755_S_0.848_D_0_B.tiff,00335_0.755_S_0.848_D_0_B.tiff,1,1
82,-0.3169039401122724,-0.202014289813957,4,6,4_6,0,0,0_0_6_4,/home/emma/Documents/SBB/datasets/exp199/train/00336_-0.317_S_-0.202_D_0_B.tiff,00336_-0.317_S_-0.202_D_0_B.tiff,1,1
177,0.9632308349363284,-0.1787982976020951,6,6,6_6,0,0,0_0_6_6,/home/emma/Documents/SBB/datasets/exp199/train/00337_0.963_S_-0.179_D_0_B.tiff,00337_0.963_S_-0.179_D_0_B.tiff,1,1
375,-0.2019662044429232,-0.426740428209398,4,2,4_2,0,1,1_0_2_4,/home/emma/Documents/SBB/datasets/exp199/train/00338_-0.202_S_-0.427_D_0_B.tiff,00338_-0.202_S_-0.427_D_0_B.tiff,1,1
371,0.1672236627745303,2.393431871443582,5,7,5_7,0,1,1_0_7_5,/home/emma/Documents/SBB/datasets/exp199/train/00339_0.167_S_2.393_D_0_B.tiff,00339_0.167_S_2.393_D_0_B.tiff,1,1
283,1.2633261114207883,-1.6398277806849744,6,4,6_4,0,0,0_0_4_6,/home/emma/Documents/SBB/datasets/exp199/train/00340_1.263_S_-1.64_D_0_B.tiff,00340_1.263_S_-1.64_D_0_B.tiff,1,1
461,-0.1095497013771499,2.067664145735261,4,6,4_6,0,1,1_0_6_4,/home/emma/Documents/SBB/datasets/exp199/train/00341_-0.11_S_2.068_D_0_B.tiff,00341_-0.11_S_2.068_D_0_B.tiff,1,1
903,1.4574836572217218,2.6091804130260385,7,7,7_7,0,1,1_0_7_7,/home/emma/Documents/SBB/datasets/exp199/train/00342_1.457_S_2.609_D_0_B.tiff,00342_1.457_S_2.609_D_0_B.tiff,1,1
32,-0.7883307868987907,-2.484268583996351,3,3,3_3,0,0,0_0_3_3,/home/emma/Documents/SBB/datasets/exp199/train/00343_-0.788_S_-2.484_D_0_B.tiff,00343_-0.788_S_-2.484_D_0_B.tiff,1,1
437,-0.4096913500506097,1.814741228268573,4,6,4_6,0,1,1_0_6_4,/home/emma/Documents/SBB/datasets/exp199/train/00344_-0.41_S_1.815_D_0_B.tiff,00344_-0.41_S_1.815_D_0_B.tiff,1,1
313,0.8124811227550641,-0.3903353550011621,6,2,6_2,0,1,1_0_2_6,/home/emma/Documents/SBB/datasets/exp199/train/00345_0.812_S_-0.39_D_0_B.tiff,00345_0.812_S_-0.39_D_0_B.tiff,1,1
216,0.1759809326137878,-0.8795949911953834,5,5,5_5,0,0,0_0_5_5,/home/emma/Documents/SBB/datasets/exp199/train/00346_0.176_S_-0.88_D_0_B.tiff,00346_0.176_S_-0.88_D_0_B.tiff,1,1
104,0.2540657068890265,-0.6340820420938245,5,5,5_5,0,0,0_0_5_5,/home/emma/Documents/SBB/datasets/exp199/train/00347_0.254_S_-0.634_D_0_B.tiff,00347_0.254_S_-0.634_D_0_B.tiff,1,1
490,-0.5259696038097251,-0.5962822788262483,4,2,4_2,0,1,1_0_2_4,/home/emma/Documents/SBB/datasets/exp199/train/00348_-0.526_S_-0.596_D_0_B.tiff,00348_-0.526_S_-0.596_D_0_B.tiff,1,1
321,-0.6639021901650058,2.037802428463417,4,6,4_6,0,1,1_0_6_4,/home/emma/Documents/SBB/datasets/exp199/train/00349_-0.664_S_2.038_D_0_B.tiff,00349_-0.664_S_2.038_D_0_B.tiff,1,1
222,-0.4033659335340433,2.2708179900134384,4,7,4_7,0,1,1_0_7_4,/home/emma/Documents/SBB/datasets/exp199/train/00350_-0.403_S_2.271_D_0_B.tiff,00350_-0.403_S_2.271_D_0_B.tiff,1,1
457,0.4541382287592543,1.056299030182637,5,5,5_5,0,1,1_0_5_5,/home/emma/Documents/SBB/datasets/exp199/train/00351_0.454_S_1.056_D_0_B.tiff,00351_0.454_S_1.056_D_0_B.tiff,1,1
167,-0.8995128506310237,0.3698343511506992,3,4,3_4,0,1,1_0_4_3,/home/emma/Documents/SBB/datasets/exp199/train/00352_-0.9_S_0.37_D_0_B.tiff,00352_-0.9_S_0.37_D_0_B.tiff,1,1
723,-0.9585906569321332,1.8205397313385243,3,6,3_6,0,1,1_0_6_3,/home/emma/Documents/SBB/datasets/exp199/train/00353_-0.959_S_1.821_D_0_B.tiff,00353_-0.959_S_1.821_D_0_B.tiff,1,1
176,-0.0806519784927032,0.4409062530134493,4,7,4_7,0,0,0_0_7_4,/home/emma/Documents/SBB/datasets/exp199/train/00354_-0.081_S_0.441_D_0_B.tiff,00354_-0.081_S_0.441_D_0_B.tiff,1,1
264,1.511122704792864,-1.2490562076760523,7,5,7_5,0,0,0_0_5_7,/home/emma/Documents/SBB/datasets/exp199/train/00355_1.511_S_-1.249_D_0_B.tiff,00355_1.511_S_-1.249_D_0_B.tiff,1,1
345,1.0324981916740776,-0.6490279446387219,6,5,6_5,0,0,0_0_5_6,/home/emma/Documents/SBB/datasets/exp199/train/00356_1.032_S_-0.649_D_0_B.tiff,00356_1.032_S_-0.649_D_0_B.tiff,1,1
66,-0.5734927386995975,1.1887995312910986,4,5,4_5,0,1,1_0_5_4,/home/emma/Documents/SBB/datasets/exp199/train/00357_-0.573_S_1.189_D_0_B.tiff,00357_-0.573_S_1.189_D_0_B.tiff,1,1
329,-0.6478348143370443,0.2661160016851785,4,3,4_3,0,1,1_0_3_4,/home/emma/Documents/SBB/datasets/exp199/train/00358_-0.648_S_0.266_D_0_B.tiff,00358_-0.648_S_0.266_D_0_B.tiff,1,1
261,1.1209450536238257,0.6643919666723096,6,4,6_4,0,1,1_0_4_6,/home/emma/Documents/SBB/datasets/exp199/train/00359_1.121_S_0.664_D_0_B.tiff,00359_1.121_S_0.664_D_0_B.tiff,1,1
538,-0.0261320817075612,1.288661078724565,4,5,4_5,0,1,1_0_5_4,/home/emma/Documents/SBB/datasets/exp199/train/00360_-0.026_S_1.289_D_0_B.tiff,00360_-0.026_S_1.289_D_0_B.tiff,1,1
478,0.7757300369293559,1.337964267672112,6,5,6_5,0,1,1_0_5_6,/home/emma/Documents/SBB/datasets/exp199/train/00361_0.776_S_1.338_D_0_B.tiff,00361_0.776_S_1.338_D_0_B.tiff,1,1
214,0.4549228107479357,2.1383096209632013,5,6,5_6,0,1,1_0_6_5,/home/emma/Documents/SBB/datasets/exp199/train/00362_0.455_S_2.138_D_0_B.tiff,00362_0.455_S_2.138_D_0_B.tiff,1,1
417,-0.9526587004510992,0.6586876099138965,3,4,3_4,0,1,1_0_4_3,/home/emma/Documents/SBB/datasets/exp199/train/00363_-0.953_S_0.659_D_0_B.tiff,00363_-0.953_S_0.659_D_0_B.tiff,1,1
801,1.9847658244300928,0.653612622425875,7,4,7_4,0,1,1_0_4_7,/home/emma/Documents/SBB/datasets/exp199/train/00364_1.985_S_0.654_D_0_B.tiff,00364_1.985_S_0.654_D_0_B.tiff,1,1
151,1.2881190147089097,-1.7427380514871815,6,4,6_4,0,0,0_0_4_6,/home/emma/Documents/SBB/datasets/exp199/train/00365_1.288_S_-1.743_D_0_B.tiff,00365_1.288_S_-1.743_D_0_B.tiff,1,1
693,1.3231415584923891,1.670709123171108,6,6,6_6,0,1,1_0_6_6,/home/emma/Documents/SBB/datasets/exp199/train/00366_1.323_S_1.671_D_0_B.tiff,00366_1.323_S_1.671_D_0_B.tiff,1,1
93,0.1694219835943341,-0.2593071588782276,5,3,5_3,0,1,1_0_3_5,/home/emma/Documents/SBB/datasets/exp199/train/00367_0.169_S_-0.259_D_0_B.tiff,00367_0.169_S_-0.259_D_0_B.tiff,1,1
235,-0.300436925432083,0.4574116935655327,4,4,4_4,0,1,1_0_4_4,/home/emma/Documents/SBB/datasets/exp199/train/00368_-0.3_S_0.457_D_0_B.tiff,00368_-0.3_S_0.457_D_0_B.tiff,1,1
10,-0.7495819825367656,-0.7646190812625453,3,5,3_5,0,0,0_0_5_3,/home/emma/Documents/SBB/datasets/exp199/train/00369_-0.75_S_-0.765_D_0_B.tiff,00369_-0.75_S_-0.765_D_0_B.tiff,1,1
716,-0.8350210547606315,2.116942674442043,3,6,3_6,0,1,1_0_6_3,/home/emma/Documents/SBB/datasets/exp199/train/00370_-0.835_S_2.117_D_0_B.tiff,00370_-0.835_S_2.117_D_0_B.tiff,1,1
224,-0.0961857351539513,0.8135212980850213,4,4,4_4,0,1,1_0_4_4,/home/emma/Documents/SBB/datasets/exp199/train/00371_-0.096_S_0.814_D_0_B.tiff,00371_-0.096_S_0.814_D_0_B.tiff,1,1
115,-1.399908454507374,0.0065682097481426,2,3,2_3,0,1,1_0_3_2,/home/emma/Documents/SBB/datasets/exp199/train/00372_-1.4_S_0.007_D_0_B.tiff,00372_-1.4_S_0.007_D_0_B.tiff,1,1
60,0.7562700532489117,-0.1529116960654893,6,6,6_6,0,0,0_0_6_6,/home/emma/Documents/SBB/datasets/exp199/train/00373_0.756_S_-0.153_D_0_B.tiff,00373_0.756_S_-0.153_D_0_B.tiff,1,1
278,-0.4056379860289333,0.8332686594346503,4,4,4_4,0,1,1_0_4_4,/home/emma/Documents/SBB/datasets/exp199/train/00374_-0.406_S_0.833_D_0_B.tiff,00374_-0.406_S_0.833_D_0_B.tiff,1,1
